index,sentence,year,label,orig_index,pred,score,pred_0,pred_1,pred_2,source
739,"The Fed is not authorized to grant money to particular beneficiaries, to meet the payroll expenses of small businesses, or to underwrite the unemployment benefits of displaced workers.",2003,2,717,2,0.9991450309753418,0,0,1,test
868,"These interest rate changes also have effects on asset prices, and thereby on household wealth, as well as on the exchange value of the dollar and, thereby, on net exports and core import prices.7 However, relative to balance sheet policies, the influence of the short-term rate is far better understood and extensively tested: There have been several decades and many business cycles over which to measure and analyze how the federal funds rate affects financial markets and real activity.",2001,2,841,2,0.9997175335884094,0,0,1,test
249,"However, energy prices were expected to level out, and rents, while difficult to forecast, were viewed by some participants as likely to decelerate in coming quarters.",2007,0,240,2,0.9987260699272156,0,0,1,test
238,The Committee will continue to pay close attention to the evolution of inflation and inflation expectations.,2016,2,233,2,0.9989845156669617,0,0,1,test
460,"In the real world, there are two reasons why central bankers still prize credibility, even if it cannot be shown to reduce the costs of disinflation.",2021,0,446,2,0.9724662899971008,0,0,1,test
206,"For 1997 the Committee agreed on a tentative basis to set the same ranges as in 1996 for growth of the monetary aggregages and debt, measured from the fourth quarter of 1996 to the fourth quarter of 1997.",2002,2,197,2,0.9998557567596436,0,0,1,test
408,"In these circumstances, any tendency for price pressures to mount was likely to emerge only gradually and to be reversible through a relatively limited policy adjustment.",2022,1,392,2,0.8196986317634583,0,0,1,test
703,Participants' concerns about inflation prospects generally had increased over the intermeeting period.,1999,1,668,1,0.9881951808929443,0,1,0,test
10,"A few members observed that, in their judgment, current and prospective economic conditions--including elevated unemployment and inflation at or below the Committee's objective--could warrant the initiation of additional securities purchases before long.",1996,0,10,0,0.9809759855270386,1,0,0,test
902,This was a somewhat sharper effect than was anticipated at the beginning of the year and accounts for a small part of the forecast error on inflation.,2004,2,875,2,0.8442812561988831,0,0,1,test
724,"That is, it was thought that by accepting a modest increase in the inflation rate, policy could achieve a permanently lower rate of unemployment.",2002,0,702,0,0.70502108335495,1,0,0,test
379,"If this high-pressure management inadvertently carried the economy beyond its productive potential, some cost in terms of inflation could be expected,",2019,2,368,1,0.9664703607559204,0,1,0,test
10,And I fully expect it will return to solid growth and a solid labor market as well.,2019,2,10,1,0.8004618287086487,0,1,0,test
261,"First, with more complete information available, markets will price financial assets more efficiently.",1999,2,256,2,0.9992807507514954,0,0,1,test
217,"So you have seen a shift this time in most participants’ assessments of the appropriate path for policy, and, as I tried to indicate, I think that largely reflects a somewhat slower projected path for global growth—for growth in the global economy outside the United States—and for some tightening in credit conditions in the form of an increase in spreads.",2019,0,212,1,0.996801495552063,0,1,0,test
485,"Indeed, stock prices did not collapse in 1929 but only began to plummet when the depth of the general economic decline became apparent.",2005,0,469,2,0.9188517332077026,0,0,1,test
933,"To the extent that the combination of a low neutral rate, a flat Phillips curve, and low underlying inflation may lead financial imbalances to become more tightly linked to the business cycle, it is important to use tools other than monetary policy to temper the financial cycle.",2007,2,904,2,0.9632052779197693,0,0,1,test
596,"Near-term risks to the economic outlook appear roughly balanced, but the Committee is monitoring inflation developments closely.",2006,2,566,2,0.9993466734886169,0,0,1,test
155,"But if the economy instead began to overheat, threatening to push inflation to an undesirably high level, the FOMC would have ample scope to respond through tighter monetary policy.",2000,1,153,1,0.9996034502983093,0,1,0,test
316,"You know, it’s interest rates, it’s risk spreads, it’s currency, it’s the stock market, it’s credit availability, it’s many, many factors.",2019,2,309,2,0.9996137022972107,0,0,1,test
553,"Monthly increases in nonfarm payroll employment averaged nearly 180, 000 over the three months ending in November, in line with the average pace of job creation over the past year.",1997,2,524,2,0.8206497430801392,0,0,1,test
150,"Inflation pressures remain muted, and indicators of longer-term inflation expectations are at the lower end of their historic ranges.",2018,0,145,0,0.9830759763717651,1,0,0,test
127,Business contacts in a few Districts reported that they had begun to have some more ability to raise prices to cover higher input costs.,1999,1,124,1,0.9991557598114014,0,1,0,test
115,"At the same time, recent research on the science of monetary policy (as well as the analysis of several historical episodes) has underscored the pitfalls that can result from maintaining a zero or negative inflation rate over time.",2022,0,114,1,0.787280261516571,0,1,0,test
353,"In several Districts, reports from business contacts or evidence from surveys pointed to some difficulty in finding qualified workers; in some cases, labor shortages were making it hard to fill customer demand or expand business.",1997,2,338,2,0.5014631152153015,0,0,1,test
338,"However, given the good pace of economic expansion since then, it would stretch credulity to believe that capacity growth has accelerated at a sufficient pace to produce a large degree of slack at this moment.",2005,1,329,2,0.9519964456558228,0,0,1,test
536,Members agreed to continue to monitor inflation developments closely.,1998,2,507,2,0.999763548374176,0,0,1,test
341,"However, in the past two decades, what constitutes money has been obscured by the introduction of technologies that have facilitated the proliferation of financial products and have altered the empirical relationship between economic activity and what we define as money, and in doing so has inhibited the keying of monetary policy to the control of the measured money stock.1 Another example of ongoing structural change relates to innovations in mortgage finance.",2005,2,332,2,0.99960857629776,0,0,1,test
733,"The Chairman testifies frequently before the Congress, with the one-year record being twenty-five appearances in 1995, although only seven were directly about monetary policy.",2005,2,711,2,0.999812662601471,0,0,1,test
634,"On the foreign trade side of the economy, an anticipated firming of economic conditions abroad would provide impetus to real net exports, At the same time, however, imports were expected to rise appreciably in response to the expansion of domestic economic activity and the appreciation of the dollar, and on balance the external sector probably would not be boosting real GDP.",2001,0,601,2,0.9768267273902893,0,0,1,test
106,"At the conclusion of the discussion, the Committee voted to authorize and direct the Federal Reserve Bank of New York, until it was instructed otherwise, to execute transactions in the System Account in accordance with the following domestic policy directive: The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.",1999,1,103,1,0.9992247819900513,0,1,0,test
64,"An understanding of a likely long-run level of the equilibrium real rate is useful, even though the level is not directly observable, because it provides a general sense of the level that would, over that longer period, allow aggregate supply and demand to move into balance, given the evaluation of secular forces such as productivity and population growth.",2004,2,63,2,0.999707043170929,0,0,1,test
156,It isn’t the kind of inflation that’s spread broadly across the economy.,2021,1,151,2,0.6315839290618896,0,0,1,test
627,"On a 12-month basis, both overall inflation and core inflation, which excludes changes in food and energy prices, had remained near 2 percent.",2010,2,594,2,0.7328973412513733,0,0,1,test
737,"The European Central Bank (ECB) began operating on June 1, 1998, and assumed responsibility for monetary policy in the euro area on January 1, 1999.",2003,2,715,2,0.999545156955719,0,0,1,test
5,"(4) Are there other ways, besides possible influences on inflation and interest rates, in which globalization may have affected the transmission mechanism of monetary policy?",1999,2,5,2,0.9995800852775574,0,0,1,test
1022,"These indicators suggested that the financial system was fairly resilient, as did the absence of a significant increase in funding stresses or margin calls earlier this year when prices of risky assets fell and volatility rose sharply.",2020,2,964,2,0.9984413981437683,0,0,1,test
194,"Conclusion In conclusion, let us not forget that the declines in inflation over the past two decades and the resulting boost to monetary credibility we currently enjoy were earned with some economic pain, as the pace of economic activity was slowed, at times severely, to bring inflation down.",2008,1,192,1,0.995233952999115,0,1,0,test
11,"And I really don’t have much for you other than to say that they will be data dependent—that, over time, the stance of policy will be adjusted to try to keep the economy on a track where we see continuing progress toward achieving our goals of maximum employment and price stability.",2019,1,11,2,0.6481821537017822,0,0,1,test
91,"As yields on inflation-indexed Treasury securities rose roughly in line with their nominal counterparts, longer-term inflation compensation remained about unchanged.",2013,2,89,1,0.8730412125587463,0,1,0,test
297,"For many years, forecasters could assume a modest, but stable, trend productivity growth rate and fairly predictable growth in the labor force.",2020,2,289,2,0.9996598958969116,0,0,1,test
103,"As students of economics, you may already know that the Federal Reserve conducts monetary policy to support a strong and stable economy in the United States.",2022,2,102,2,0.8384482264518738,0,0,1,test
1,"Admittedly, some of the wage increases is being eaten away by inflation.",2019,1,1,1,0.9717254042625427,0,1,0,test
100,"By the way, we’re also not at maximum employment, as I mentioned.",2017,0,96,0,0.9989840388298035,1,0,0,test
417,"In each case, my own preferred approach is to take the other variable into account in performing our main job of dealing with inflation and unemployment",2022,2,405,2,0.9997022747993469,0,0,1,test
669,Participants commented that an increase in inflation from recent rates could have especially adverse effects on longer-run economic performance.,2003,1,634,1,0.9943140745162964,0,1,0,test
414,"In this regard the risks of rising inflation could not be dismissed, and",2010,1,397,1,0.9989257454872131,0,1,0,test
326,Higher and more stable growth combined with better ability to undertake long-term plans can help to improve the fiscal outlook for a country.,1999,0,317,2,0.9270222783088684,0,0,1,test
614,such developments underlined persisting uncertainties about behavior in labor markets and the level and growth of the economy's sustainable potential.,2021,2,582,2,0.7287787795066833,0,0,1,test
83,"also, continued solid economic growth abroad was expected to boost the growth of U. S. exports for some period ahead.",2015,0,83,1,0.47729432582855225,0,1,0,test
932,"The members recognized that a typical recovery-period surge in consumer spending was unlikely inasmuch as expenditures had registered solid growth through the economic downturn, implying an absence of significant pent-up demands.",2012,0,881,2,0.969089925289154,0,0,1,test
624,Nonfarm payroll employment rose substantially further in October.,2010,1,592,1,0.9987449645996094,0,1,0,test
53,"Although the economy has indeed strengthened over the past few quarters, job growth has been anemic and considerable slack persists in labor markets.",2004,0,52,0,0.9989835619926453,1,0,0,test
95,"But, first, on inflation expectations, it is true that the breakevens from the inflation-adjusted—inflation-indexed bonds have come down.",2022,0,91,0,0.9944827556610107,1,0,0,test
154,"Consumer price inflation remained subdued in November, with both the overall index and the index excluding food and energy items rising at the same relatively low rates as in October.",2012,0,151,0,0.5912424325942993,1,0,0,test
264,"Fischer, Sahay, and Vegh (2002) present evidence of a strong correlation between fiscal deficits and money creation in high-inflation economies.",1996,2,259,1,0.9987562894821167,0,1,0,test
958,"Waiting too long to begin moving toward the neutral rate could risk a nasty surprise down the road--either too much inflation, financial instability, or both.",2019,1,929,1,0.9989567995071411,0,1,0,test
252,"However, household spending had been relatively robust during the cyclical downturn and likely had only limited room for a pickup over coming quarters, and intense competitive pressures could well constrain profits, investment, and equity prices.",2007,2,243,0,0.9990763664245605,1,0,0,test
795,Some participants noted that communications about the appropriate path of policy would be a focus of market participants in the current environment and commented that it would be important to emphasize that the Committee's reaction function or commitment to its monetary policy framework had not changed.,2009,2,752,2,0.9997978806495667,0,0,1,test
813,"Staff Review of the Financial Situation The decision by the FOMC to keep the target range for the federal funds rate unchanged at the December meeting and its retention of the ""extended period"" language in the statement were widely anticipated by market participants and elicited little price response.",2001,2,768,2,0.9996854066848755,0,0,1,test
290,"If the outlook for the labor market does not improve substantially, the Committee will continue its purchases of agency mortgage-backed securities, undertake additional asset purchases, and employ its other policy tools as appropriate until such improvement is achieved in a context of price stability.",2015,0,278,0,0.9977745413780212,1,0,0,test
13,"A currency board and dollarization are tighter versions of a fixed exchange rate regime--that is, fixed exchange rate systems from which it is progressively more costly to exit.",1997,2,13,2,0.7854035496711731,0,0,1,test
672,"Rather, it is that the underlying sources of productivity growth are very complex.",2005,0,651,2,0.9995887875556946,0,0,1,test
658,"Overall inflation was projected to remain subdued, with the staff's forecasts for headline and core inflation little changed from the previous projection.",2012,0,624,2,0.9983161687850952,0,0,1,test
296,wholesale prices edged up in March relative to their level of a year earlier and posted the first increase on a twelve-month basis since July 2000.,2006,1,282,1,0.9455512166023254,0,1,0,test
41,"And those don’t—those, frankly, don’t carry significant implications in the long run for the—for inflation or for the American economy.",2017,2,41,2,0.9998070597648621,0,0,1,test
212,"So those who can get credit, together with the low prices of houses, are at—able to buy much more house than they could have a few years ago.",2021,0,207,1,0.8107286691665649,0,1,0,test
476,"Indeed, few long-term inflation forecasts in any country currently exceed 5 percent,",2006,2,461,2,0.9981485605239868,0,0,1,test
197,Conclusion: The Challenge Facing Monetary Policy This analysis suggests that monetary policy does face a challenge--rebalancing aggregate supply and demand to contain the risk of higher inflation.,2007,1,195,1,0.9995681643486023,0,1,0,test
758,"Several other participants, however, noted that increases in excess reserves or the monetary base, by themselves, might not have a significant stimulative effect on the economy or prices because the normal bank intermediation mechanism appeared to be impaired, and banks may not be willing to lend their excess reserves.",2010,2,717,0,0.97506183385849,1,0,0,test
224,"So, if we maintain a highly accommodative monetary policy for a very long time from here and the economy performs as we expect—namely, it’s strong and the risks that are out there don’t materialize—my concern will be that we will have much more tightening in labor markets than you see in these projections.",2019,0,219,1,0.9827781319618225,0,1,0,test
59,"Although real growth was likely to be moderate in coming quarters, in his view it was unlikely to be slow enough to bring core inflation down.",2000,1,59,1,0.9485438466072083,0,1,0,test
422,"In fact, the low funds rate has been necessary to promote growth that, to date, has been just sufficient to begin reducing substantial margins of slack in resource utilization.",1999,0,409,0,0.8089931607246399,1,0,0,test
624,One involves the so-called zero bound on nominal interest rates; the other involves labor markets.,2020,2,604,2,0.9995220899581909,0,0,1,test
919,"The lagged effects of the earlier rise in the foreign exchange value of the dollar were expected to place continuing, though diminishing, restraint on the demand for U. S. exports for some period ahead and to lead to further substitution of imports for domestic products.",2008,0,869,1,0.9183063507080078,0,1,0,test
279,"For example, core CPI (consumer price inflation) prices fell 0.4 percent in April, the largest monthly decrease since the beginning of the series in 1957.",2004,0,273,0,0.98575758934021,1,0,0,test
376,If the prices are wrong -- built on the base on an incorrect view of the economy or Federal Reserve intentions -- we will prove them wrong and provide an anchor for the market to adjust to.,2006,2,366,2,0.9994872808456421,0,0,1,test
870,They would account for the effects of higher energy prices on the real disposable income and spending demands of the household sector.,2021,1,843,1,0.997912585735321,0,1,0,test
1039,"moreover, slow growth left the recovery more vulnerable to negative shocks.",1996,0,980,0,0.9975650310516357,1,0,0,test
1005,The unemployment rate ticked down to 5.,2003,1,948,1,0.885408878326416,0,1,0,test
773,Significant cost cutting by firms was thought to have led to a sizable increase in productivity growth in the first half of the year,2003,0,731,0,0.8833194375038147,1,0,0,test
108,"At the same time, business firms generally were not raising their prices sufficiently to compensate for faster increases in their labor costs, to the extent that the latter were occurring, evidently because of the persistence of intense competition in most markets.",2021,1,105,1,0.9740894436836243,0,1,0,test
104,"Everyone, particularly people on fixed incomes, and at the lower part of the income distribution are better off with stable prices.",2021,2,100,1,0.9933239817619324,0,1,0,test
369,"If a range is selected, questions will arise about the differing implications of movements of inflation inside the range and outside the range and, in the absence of explicitly identifying the mid-point as the target, about where within the range policymakers would prefer inflation to gravitate.",2001,2,359,2,0.9998711347579956,0,0,1,test
161,"But overly optimistic expectations for long-run earnings growth were not being driven by easy money, and I see no reason to believe that an extra 50 or even 100 basis points on the funds rate would have had much of a damping effect on investor beliefs in the potential profitability of emerging technologies.",1998,1,159,2,0.9971835017204285,0,0,1,test
165,I’m old enough to remember what very high inflation was like.,2012,2,160,2,0.9690723419189453,0,0,1,test
74,An easing of supply constraints was expected to support continued gains in economic activity and employment as well as a reduction in inflation.,2017,2,74,1,0.9307618141174316,0,1,0,test
78,Another factor viewed as likely to exert a moderating effect on the growth of economic activity was the expectation of some slowing in inventory investment.,2002,2,78,2,0.9918822646141052,0,0,1,test
308,"In agriculture, depressed levels of crop prices and weak global demand continued to weaken farm income.",2017,0,293,0,0.9787119626998901,1,0,0,test
983,What policy options exist to deal with the U.S. current account deficit?,2007,1,954,1,0.7357091307640076,0,1,0,test
849,"The Committee expects that, with further gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace in the medium term and labor market conditions will remain strong.",2009,1,800,0,0.6994790434837341,1,0,0,test
168,Core measures of price inflation had moved up over recent quarters and particularly so over the last few months.,2000,1,163,1,0.9991170763969421,0,1,0,test
155,Consumer price inflation was being held down by weaker demand and significantly lower oil prices.,2012,0,152,0,0.9714145660400391,1,0,0,test
920,"To be sure, our main tool, monetary policy, is a blunt instrument that cannot be targeted at individual industries or regions.",2022,2,892,2,0.9997950196266174,0,0,1,test
599,"Not surprisingly, the projected path of above-trend GDP growth in 2021 and 2022 translates into rapid declines in the projected path for the unemployment rate, which is projected to fall to 3.8 percent by the end of 2022 and 3.5 percent by the end of 2023.",2003,1,580,1,0.9164440035820007,0,1,0,test
93,"As a result, deregulation, globalization, and innovation have made it easier for citizens to move their wealth out of nominal assets in their local currency and thereby avoid any inflation tax should their government show signs that it might resort to inflationary tactics to finance spending.6 At the same time, the publicâ€™s understanding of the costs of inflation has increased, in part because of experiences of high inflation in many countries in the 1980s.",2004,2,92,1,0.9331997632980347,0,1,0,test
23,"A number of commodity price indexes have indeed risen sharply over the past couple of years, including a large jump in the past several months.",2004,2,22,1,0.9680570363998413,0,1,0,test
171,"Credit conditions in the commercial real estate (CRE) sector continued to ease, and growth in CRE loans at banks stayed solid.",2016,1,165,2,0.9759472012519836,0,0,1,test
117,"At these low rates, the central bank is poorly positioned to respond to further negative demand shocks.",2022,1,116,0,0.998658299446106,1,0,0,test
604,"November 19, 2021 Perspectives on Global Monetary Policy Coordination, Cooperation, and Correlation Vice Chair Richard H. Clarida At the ""Macroeconomic Policy and Global Economic Recovery"" 2021 Asia Economic Policy Conference, sponsored by the Federal Reserve Bank of San Francisco Center for Pacific Basin Studies, San Francisco, California (via webcast) Share Watch Live In my remarks today, I would like to offer some perspectives on global monetary policy correlation and what it canâ€”and cannotâ€”reveal about the prevalence and value of global monetary policy coordination or, in the limit, binding global monetary cooperation.1 In both the Global Financial Crisis (GFC) and the Global Pandemic Collapse (GPC), major central banks around the world responded by cutting policy rates to, and then keeping them at, their effective lower bounds (ELBs); by increasing their balance sheets through ambitious and expansive large-scale asset purchase and lending programs; and by offering forward guidanceâ€”both Delphic and Odysseanâ€”on the stance of their future monetary policies.2 As these examples make clear, we certainly do observe that national monetary policies are often correlated, and such examples are not confined to recent experience.",2005,0,585,2,0.7065448760986328,0,0,1,test
118,"I mean certain parts of South Carolina have developed pretty strongly but the part where I come from—mostly agricultural, it has a little bit of manufacturing—has a very high unemployment rate, a high foreclosure rate, and people are having a hard time there.",2019,0,113,0,0.8062347173690796,1,0,0,test
91,"As a policymaker, I'd like to think that well-executed monetary and fiscal policies--each focused importantly on their respective long-run goals--played some role in creating economic conditions that fostered noninflationary economic growth.",2004,2,90,2,0.9877369403839111,0,0,1,test
34,"Accordingly, much stronger growth in such investment could occur, with concomitant effects on incomes and the growth of overall spending.",2022,1,34,1,0.9448828101158142,0,1,0,test
407,"In addition, though the unemployment rate has fallen since the middle of 2003, the participation rate currently remains near the low point reached in the first half of 2004.",2019,1,395,0,0.9297664761543274,1,0,0,test
1004,The unemployment rate fell to 5.,2003,1,947,2,0.8597134947776794,0,0,1,test
643,"Over time, spot prices are inexorably drawn back to the long-term equilibrium price, as the balance between underlying supply and demand is restored.",1997,2,622,2,0.887813150882721,0,0,1,test
462,"In the textbook world of Mundell-Fleming, unanticipated monetary ease leads to lower interest rates, a drop in the home currency's value, and a stimulus to net exports.",2020,0,448,1,0.6308324933052063,0,1,0,test
936,"To this end, the new statement conveys the Committee's judgment that, in order to anchor expectations at the 2 percent level consistent with price stability, it ""seeks to achieve inflation that averages 2 percent over time,"" andâ€”in the same sentenceâ€”that therefore ""following periods when inflation has been running persistently below 2 percent, appropriate monetary policy will likely aim to achieve inflation moderately above 2 percent for some time.""",2007,0,907,0,0.995663583278656,1,0,0,test
948,"The possibility that longer-term inflation expectations may have edged down was roughly counterbalanced by the risks that somewhat firmer inflation this year could be more persistent than expected, particularly in an economy that was projected to continue operating above its long-run potential.",2012,1,896,1,0.9989973902702332,0,1,0,test
295,"In Japan, consumer prices were about unchanged,",2006,2,282,2,0.99931800365448,0,0,1,test
221,"Given the substantial uncertainty still attached to projections of money growth consistent with the Committee's basic objectives for monetary policy, the members agreed that there was no firm basis for changing the tentative ranges set in July 1996.",2010,2,212,2,0.999742329120636,0,0,1,test
373,"In the household sector, mortgage debt increased at its lowest pace since the late 1990s, reflecting the continued deceleration in house prices.",2010,0,358,0,0.9891400337219238,1,0,0,test
549,Microeconomic studies provide corroborating information to the macroeconomic evidence of a post-1995 acceleration in productivity growth.,2017,0,531,1,0.9522035717964172,0,1,0,test
244,"The U.S. economy is in a good place, and we will continue to use our monetary policy tools to help keep it there.",2020,1,239,1,0.9895046949386597,0,1,0,test
126,"I would note, by the way, that at the current moment, it doesn’t really matter whether we have one mandate or two, because we’re below our inflation target and we—unemployment is above where we’d like it to be.",2016,0,121,0,0.9989678859710693,1,0,0,test
1119,"With the Committee in the process of reviewing its monetary policy strategies and communication, and no additional accommodation being provided at this meeting, a few members indicated that they could support the Committee's decision even though they had not favored recent policy actions.",2007,2,1057,2,0.9997220635414124,0,0,1,test
804,Some survey measures of inflation expectations declined during the period.,2017,0,759,2,0.9976828098297119,0,0,1,test
986,"The staff raised slightly its projection for inflation during the second half of this year, as the upward pressure on consumer prices from earlier increases in import and commodity prices was expected to persist a little longer than previously anticipated.",1997,1,930,1,0.9994456171989441,0,1,0,test
567,"Moreover, many members saw some risk that an easing move at this point might trigger a strong further advance in stock market prices that would not be justified on the basis of likely future earnings and could therefore lead to a relatively sharp and disruptive market adjustment later.",2019,2,538,1,0.9821707010269165,0,1,0,test
706,"Partly because of high demand for Treasury securities, the overnight repo rate for Treasury general collateral was near zero for much of the period, and failures to deliver Treasury securities reached record highs.",2001,0,671,0,0.9985132813453674,1,0,0,test
779,The effects of the saving outflow may thus have been felt disproportionately on U.S. interest rates and the dollar.,2005,0,756,0,0.5837377309799194,1,0,0,test
403,"In addition, coming to grips now with the outsized projected growth in entitlement spending in the early years of the next century could have a profound effect on current expectations of stability.",2000,1,391,2,0.8695167303085327,0,0,1,test
602,"Nevertheless, the staff continued to forecast that real GDP growth would pick up only gradually in 2012 and 2013, supported by accommodative monetary policy, easing credit conditions, and improvements in consumer and business sentiment.",2014,0,571,0,0.9980000853538513,1,0,0,test
31,"And so what that means is the Federal Reserve cannot add monetary accommodation by cutting short-term interest rates, the usual approach.",2020,2,31,0,0.9922221302986145,1,0,0,test
206,"So that’s the kind of thinking we’ll be doing, and, again, we’re looking—ultimately, we’re not going to declare victory until we see a series of these, really see convincing evidence, compelling evidence, that inflation is coming down.",2013,1,201,0,0.4963821470737457,1,0,0,test
58,"Although we cannot ascertain the precise rates of resource utilization that the economy can sustain, we can have little doubt that, after three years of above-trend growth, slack has been substantially reduced.",1997,1,57,1,0.9989288449287415,0,1,0,test
959,We all saw the remarkable price increases and shortages in the used car market.,2019,1,930,1,0.9939659237861633,0,1,0,test
548,"Members referred, however, to a number of favorable factors that should continue to support at least moderate further growth in business investment, including the attractive pricing of and ongoing rapid technological improvements in computer and communications equipment and the wide availability of equity and debt financing on favorable terms to business firms.",1997,2,519,2,0.9996398687362671,0,0,1,test
196,"So in terms of financial markets and monetary policy, we—as we say in our statement every cycle, we do take financial conditions into consideration because financial—broader financial conditions do affect the broader economy, and they’re one of the many things that we take into account.",2016,2,191,2,0.9997407793998718,0,0,1,test
291,"If the recent slower rate of price declines on high-tech products implied a softer underlying pace of technological change, both the outlook for investment demand and the prospects for persisting high trend growth in productivity could be damped relative to previous expectations.",2015,2,279,2,0.5491564273834229,0,0,1,test
523,Measures of forward inflation compensation based on Treasury Inflation-Protected Securities and inflation swaps fell further.,2006,0,495,2,0.997470498085022,0,0,1,test
183,"Case studies of individual industries show that, in some cases, the planning for technological modernization has not always been adequate, with the result that some purchases of high-tech equipment and software have not added much to productivity or profits.",1997,2,181,2,0.9997746348381042,0,0,1,test
130,"Because inflation expectations are now more firmly tied down, surges and declines in energy prices do not significantly affect core inflation and thus do not force a policy response to inflation to the extent they did three decades ago.",2003,0,129,2,0.9998124241828918,0,0,1,test
329,"In dissenting, Mr. Meyer noted that although the money growth ranges do not play an important role in the conduct of monetary policy today, Congress has mandated that the FOMC set and report ranges for money and credit growth.",2001,2,314,2,0.9997714161872864,0,0,1,test
709,President George dissented because she believed that an unchanged setting of policy was appropriate based on the incoming data and the outlook for economic activity over the medium term.,2001,2,674,2,0.9991133809089661,0,0,1,test
775,"Signs of an actual change in inflation were still quite tentative and anecdotal, and they did not warrant an adjustment to policy at this meeting.",2003,2,732,2,0.9996589422225952,0,0,1,test
161,It would consist of inflation plus—plus productivity growth.,2020,2,156,2,0.9996984004974365,0,0,1,test
991,"The staff viewed the uncertainty around its December projections for real GDP growth, the unemployment rate, and inflation as similar to the average of the past 20 years.",1997,2,934,2,0.9998132586479187,0,0,1,test
440,"In response to the resulting high inflation, the Fed was obliged to raise interest rates, and the economy weakened.",2005,1,427,1,0.9995259046554565,0,1,0,test
50,"Although not without some serious shortcomings, the published productivity data provide little encouragement to the view that there has been a significant improvement in underlying productivity growth.",2006,0,49,2,0.8924790024757385,0,0,1,test
666,Participants anticipated that inflation would continue to gradually rise as resource utilization tightened further and as wage pressures became more apparent,2003,1,632,1,0.9882329106330872,0,1,0,test
865,"These forecasts and forward guidance had a significant effect on raising market interest rates, even though we did nothing with our primary policy tool, the federal funds rate, in December 2021.",2001,1,838,1,0.5144754648208618,0,1,0,test
837,"we project that, under appropriate monetary policy, inflation will rise gradually to our symmetric 2 percent objective.",1999,0,813,1,0.7860564589500427,0,1,0,test
2,"""4 While this new framework represents a robust evolution in our monetary policy strategy, this strategy is in service to the dual-mandate goals of monetary policy assigned to the Federal Reserve by the Congressâ€”maximum employment and price stabilityâ€”which remain unchanged.5 Concluding Remarks While economic recovery since the spring collapse has been robust, let us not forget that full economic recovery from the COVID-19 recession has a long way to go.",2007,0,2,0,0.983853816986084,1,0,0,test
721,they also concurred that it would be necessary to continue to monitor inflation developments carefully.,2005,2,684,2,0.998581051826477,0,0,1,test
96,"As always, my colleagues on the FOMC and I will act to foster our dual objectives of price stability and sustainable economic growth.",2022,1,95,1,0.9964494705200195,0,1,0,test
1116,"With regard to the outlook for inflation, members referred to widespread indications of increasingly tight labor markets and to statistical and anecdotal reports of faster increases in labor compensation.",2015,1,1054,1,0.9989244341850281,0,1,0,test
596,"Nonetheless, if the influence of globalization on inflation is as substantial as many claim, we might have expected the standard model to have had difficulty in predicting recent inflation trends.",1999,2,577,2,0.9998179078102112,0,0,1,test
33,Accelerating productivity poses a significant complication for economic forecasting.,2004,0,32,2,0.8669677376747131,0,0,1,test
336,"However, I can provide you with some insight into the way the FOMC functions and the impact of monetary policy on the U.S. and global economies.",2007,2,327,2,0.999812662601471,0,0,1,test
30,And productivity’s been very low.,2020,1,30,0,0.9685928821563721,1,0,0,test
294,"In December, the consumer price index (CPI) rose somewhat faster than in recent months, primarily reflecting an upturn in consumer energy prices",2006,1,281,1,0.9993137121200562,0,1,0,test
456,"It was noted, however, that increases in compensation that exceeded productivity gains might be absorbed to some extent by a narrowing of firms’ high profit margins.",2021,1,435,2,0.6130046248435974,0,0,1,test
960,The reserve conditions contemplated at this meeting were expected to be consistent with some moderation in the growth of M2 and M3 over coming months.,2019,2,907,2,0.9996415376663208,0,0,1,test
1069,"Treasury bond yields declined somewhat, perhaps reflecting both expectations of lower policy rates and greater investor demands for safety.",2013,0,1009,0,0.9848806858062744,1,0,0,test
734,"Recent data suggested that growth of household spending had picked up, while business fixed investment had continued to grow strongly.",2007,1,695,2,0.8446351289749146,0,0,1,test
501,"Inflation-targeting regimes may allow some consideration of real-side costs either by specifying relatively long adjustment periods, to allow a high probability that the central bank can bring inflation down to the target within the allotted time, or by including ""escape clauses"" that grant temporary exemptions for large supply shocks.",1998,1,485,2,0.9979078769683838,0,0,1,test
450,"In the absence of legislation, going appreciably further in the direction of prioritizing price stability, as would be implied by a numerical target that was expected to be achieved most of the time, would be potentially damaging to the democratic balance and would risk a backlash.",2022,0,437,1,0.6145843267440796,0,1,0,test
142,"Compared with the baseline, the disruption to economic activity was more severe and protracted in this scenario, with real GDP and inflation lower and the unemployment rate higher by the end of the medium-term projection.",2007,0,139,0,0.9970149993896484,1,0,0,test
353,Hungary and Poland adopted inflation targeting following parliamentary acts stipulating that price stability was the main objective for the central bank.,2003,1,344,1,0.9228011965751648,0,1,0,test
729,"That should gradually return the economy to full utilization of its resources, while inflation remains subdued.",2007,0,707,1,0.9955905675888062,0,1,0,test
383,"Implications for Monetary Policy In summary, there appears to be some possibility that the recent trend toward disinflation will continue, primarily because of the potentially large amount of economic slack in the system.",2019,0,372,0,0.999258816242218,1,0,0,test
